consumers,consumerName,Consumer.Sp.stage,consumerSP,consumerStage,resources,resourceName,Resource.Sp.stage,resourceSP,resourceStage,Consumer.Interaction.Code,Feeding.Site,confidence,justification,Ref.ID,localities,version
840,Opegaster.parapristipomatis.751.1,751.1,751,1,272,Halichoeres.semicinctus.229.1,229.1,229,1,12,1,4,11,406; 407; 230,"Catalina Island, Channel Islands, CA, USA; Todos Santo, Baja California, Mexico",V2.Dryad
845,Phyllodistomum.scrippsi.756.1,756.1,756,1,272,Halichoeres.semicinctus.229.1,229.1,229,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
861,DIG.MO13.DIG.MO13.772.1,772.1,772,1,272,Halichoeres.semicinctus.229.1,229.1,229,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
891,unk.Monorchidae.sp..802.1,802.1,802,1,272,Halichoeres.semicinctus.229.1,229.1,229,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
966,Hysterothylacium.aduncum.875.5,875.5,875,5,272,Halichoeres.semicinctus.229.1,229.1,229,1,12,1,2,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
979,"Anisakis.sp.(sp.A,simplex,sp.).886.5",886.5,886,5,272,Halichoeres.semicinctus.229.1,229.1,229,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
989,Dichlyne.sp.A.896.1,896.1,896,1,272,Halichoeres.semicinctus.229.1,229.1,229,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
1003,Pseudoterranova.decipiens.908.5,908.5,908,5,272,Halichoeres.semicinctus.229.1,229.1,229,1,12,1,4,11,167,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
1039,Peniculus.fistula.942.1,942.1,942,1,272,Halichoeres.semicinctus.229.1,229.1,229,1,6,2,4,13,124,NA,V2.Dryad
1046,Heterochondria.atypica.949.1,949.1,949,1,272,Halichoeres.semicinctus.229.1,229.1,229,1,6,2,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
1133,Lepeophtheirus.parviventris.1035.1,1035.1,1035,1,272,Halichoeres.semicinctus.229.1,229.1,229,1,3,3,2,3,770,"Southern California, CA, USA",V2.Dryad
1241,Ceratomyxa.fisheri.1143.1,1143.1,1143,1,272,Halichoeres.semicinctus.229.1,229.1,229,1,5,1,2,3,457,"Monterey, CA, USA",V2.Dryad
1285,Contracaecum.bird.sp.complex.1175.5,1175.5,1175,5,272,Halichoeres.semicinctus.229.1,229.1,229,1,12,1,4,11,167; 406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
1292,Paracuaria.adunca.879.5,879.5,879,5,272,Halichoeres.semicinctus.229.1,229.1,229,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
1299,Phyllobothrium.riseri.577.4,577.4,577,4,272,Halichoeres.semicinctus.229.1,229.1,229,1,12,1,4,11,106; 406; 407,"Catalina Island, Channel Islands, CA, USA; oil platforms, Santa Barbara Channel, CA, USA",V2.Dryad
10,Ardea.alba.10.1,10.1,10,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,4,671,Marine,V2.Dryad
11,Egretta.thula.11.1,11.1,11,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,4,671,Marine,V2.Dryad
12,Gavia.immer.12.1,12.1,12,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,4,512; 584,"Pacific Coast, USA",V2.Dryad
18,Nycticorax.nycticorax.18.1,18.1,18,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,4,671,Marine,V2.Dryad
20,Phalacrocorax.penicillatus.20.1,20.1,20,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,2,3,7,Central California; Baja California,V2.Dryad
21,Phalacrocorax.auritus.21.1,21.1,21,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,4,512; 584,"Pacific Coast, USA",V2.Dryad
23,Sterna.caspia.23.1,23.1,23,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,4,4,419,"Southern California, CA, USA",V2.Dryad
24,Sterna.elegans.24.1,24.1,24,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,3,419,"Southern California, CA, USA",V2.Dryad
25,Thalasseus.maximus.25.1,25.1,25,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,4,4,419,"Southern California, CA, USA",V2.Dryad
162,Cirolana.diminuta.128.1,128.1,128,1,273,Heterostichus.rostratus.230.1,230.1,230,1,3,3,2,3,937,"San Diego, CA, USA",V2.Dryad
165,Excorallana.truncata.131.1,131.1,131,1,273,Heterostichus.rostratus.230.1,230.1,230,1,3,3,3,4,120,"CA, USA",V2.Dryad
191,Vargula.tsujii.151.1,151.1,151,1,273,Heterostichus.rostratus.230.1,230.1,230,1,3,3,2,3,937,"San Diego, CA, USA",V2.Dryad
249,Torpedo.californica.206.1,206.1,206,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,4,584,"Pacific Coast, USA",V2.Dryad
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,4,258,"CA, USA",V2.Dryad
251,Heterodontus.francisci.208.1,208.1,208,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,4,4,258,"CA, USA",V2.Dryad
253,Notorynchus.cepedianus.210.1,210.1,210,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,4,493; 584,"Elkhorn Slough, CA, USA; Pacific Coast",V2.Dryad
255,Triakis.semifasciata.212.1,212.1,212,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,4,493; 584,"Elkhorn Slough, CA, USA; Pacific Coast",V2.Dryad
271,Gymnothorax.mordax.228.1,228.1,228,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,12,235,"Santa Barbara Channel, CA, USA",V2.Dryad
285,Ophiodon.elongatus.240.1,240.1,240,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,4,4,584,"Pacific Coast, USA",V2.Dryad
290,Paralabrax.clathratus.244.1,244.1,244,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,1,3,584,"Pacific Coast, USA",V2.Dryad
299,Scorpaenichthys.marmoratus.252.1,252.1,252,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,2,3,584,"Pacific Coast, USA",V2.Dryad
312,Sebastes.serranoides.259.1,259.1,259,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,2,3,584,"Pacific Coast, USA",V2.Dryad
318,Sebastes.rastrelliger.262.1,262.1,262,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,4,732,"San Diego, CA, USA",V2.Dryad
322,Sphyraena.argentea.264.1,264.1,264,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,4,732,"San Diego, CA, USA",V2.Dryad
323,Stereolepis.gigas.265.1,265.1,265,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,2,4,584,"Pacific Coast, USA",V2.Dryad
469,Tursiops.truncatus.410.1,410.1,410,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,4,12,235,"Santa Barbara Channel, CA, USA",V2.Dryad
472,Zalophus.californianus.413.1,413.1,413,1,273,Heterostichus.rostratus.230.1,230.1,230,1,1,3,3,3,584,"Pacific Coast, USA",V2.Dryad
556,Andracantha.phalacrocoracis.496.4,496.4,496,4,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
558,Corynosoma.strumosum.497.4,497.4,497,4,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
560,Corynosoma.australe(obtuscens).498.4,498.4,498,4,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
632,Grillotia.sp..562.4,562.4,562,4,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,2,11,584,"San Diego, CA, USA",V2.Dryad
635,Lacistorhynchus.dollfusi.563.4,563.4,563,4,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
642,Nybelinia.spA.(anthicosum).567.4,567.4,567,4,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
672,Trypanorhynchmetacestode.sp.B.592.4,592.4,592,4,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
673,Trypanorhynchmetacestode.sp.C.593.4,593.4,593,4,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
728,Genitocotyle.acirrus.645.1,645.1,645,1,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,3,11,732,"San Diego, CA, USA",V2.Dryad
729,Genitocotyle.heterostichi.646.1,646.1,646,1,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,2,3,681,"La Jolla, CA, USA",V2.Dryad
817,Dollfustrema.californiae.728.5,728.5,728,5,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,2,11,584,"San Diego, CA, USA",V2.Dryad
822,Helicometrina.nimia.733.1,733.1,733,1,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
825,Lecithochirium.exodicum.736.1,736.1,736,1,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,4,11,732,"San Diego, CA, USA",V2.Dryad
848,Podocotyle.californica.759.1,759.1,759,1,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,4,13,1058,NA,V2.Dryad
966,Hysterothylacium.aduncum.875.5,875.5,875,5,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,3,11,611; 730,"Marine, many localities",V2.Dryad
979,"Anisakis.sp.(sp.A,simplex,sp.).886.5",886.5,886,5,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
1003,Pseudoterranova.decipiens.908.5,908.5,908,5,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,3,11,732,"San Diego, CA, USA",V2.Dryad
1027,COP.MO14.COP.MO14.930.1,930.1,930,1,273,Heterostichus.rostratus.230.1,230.1,230,1,6,2,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
1040,Peniculus.sp.943.1,943.1,943,1,273,Heterostichus.rostratus.230.1,230.1,230,1,6,2,2,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
1045,Lernaeopodidaegen.sp.C.948.1,948.1,948,1,273,Heterostichus.rostratus.230.1,230.1,230,1,6,2,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
1051,Lepeophtheirus.sp.A.954.1,954.1,954,1,273,Heterostichus.rostratus.230.1,230.1,230,1,3,3,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
1088,Chondracanthus.heterostichi.990.1,990.1,990,1,273,Heterostichus.rostratus.230.1,230.1,230,1,6,2,1,3,235; 402,"Santa Barbara, CA, USA; La Jolla, CA, USA",V2.Dryad
1133,Lepeophtheirus.parviventris.1035.1,1035.1,1035,1,273,Heterostichus.rostratus.230.1,230.1,230,1,3,3,2,3,770; 1024,"Newport Bay, CA, USA",V2.Dryad
1139,Lepeophtheirus.schaadti.1041.1,1041.1,1041,1,273,Heterostichus.rostratus.230.1,230.1,230,1,3,3,2,3,770,"Cabrillo Beach, San Pedro, CA",V2.Dryad
1218,Heptacyclus.cabrilloi.1120.1,1120.1,1120,1,273,Heterostichus.rostratus.230.1,230.1,230,1,6,2,2,3,131,"Cabrillo Beach, San Pedro, CA, USA",V2.Dryad
1285,Contracaecum.bird.sp.complex.1175.5,1175.5,1175,5,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
1292,Paracuaria.adunca.879.5,879.5,879,5,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,4,11,732,"San Diego, CA, USA",V2.Dryad
1299,Phyllobothrium.riseri.577.4,577.4,577,4,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,4,11,584,"San Diego, CA, USA",V2.Dryad
1363,"Acanthobothrium.(olseni,rhinobati,robustum).1184.4",1184.4,1184,4,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,3,11,584,"San Diego, CA, USA",V2.Dryad
1367,Anthobothrium.parvum.543.4,543.4,543,4,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,2,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
1369,Tubulovesicula.lindbergi.769.5,769.5,769,5,273,Heterostichus.rostratus.230.1,230.1,230,1,12,1,3,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
8,Aechmophorus.occidentalis.8.1,8.1,8,1,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,3,4,550; 936,"Southern California, CA, USA; Clear Lake, CA, USA",V2.Dryad
9,Ardea.herodias.9.1,9.1,9,1,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,3,4,936,"Southern California, CA, USA",V2.Dryad
10,Ardea.alba.10.1,10.1,10,1,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,3,4,936,"Southern California, CA, USA",V2.Dryad
11,Egretta.thula.11.1,11.1,11,1,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,3,4,936,"Southern California, CA, USA",V2.Dryad
273,Heterostichus.rostratus.230.1,230.1,230,1,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,2,3,732,"San Diego, CA, USA",V2.Dryad
290,Paralabrax.clathratus.244.1,244.1,244,1,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,1,4,732,"San Diego, CA, USA",V2.Dryad
291,Paralabrax.clathratus.244.4,244.4,244,4,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,1,4,732,"San Diego, CA, USA",V2.Dryad
303,Sebastes.paucispinis.254.1,254.1,254,1,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,3,4,793,"CA, USA",V2.Dryad
312,Sebastes.serranoides.259.1,259.1,259,1,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,2,3,732,"San Diego, CA, USA",V2.Dryad
314,Sebastes.serriceps.260.1,260.1,260,1,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,3,4,584,"Pacific Coast, USA",V2.Dryad
318,Sebastes.rastrelliger.262.1,262.1,262,1,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,3,4,732,"San Diego, CA, USA",V2.Dryad
322,Sphyraena.argentea.264.1,264.1,264,1,274,Heterostichus.rostratus.230.4,230.4,230,4,1,3,3,4,732,"San Diego, CA, USA",V2.Dryad
556,Andracantha.phalacrocoracis.496.4,496.4,496,4,274,Heterostichus.rostratus.230.4,230.4,230,4,12,1,3,11,732,"San Diego, CA, USA",V2.Dryad
558,Corynosoma.strumosum.497.4,497.4,497,4,274,Heterostichus.rostratus.230.4,230.4,230,4,12,1,4,11,732,"San Diego, CA, USA",V2.Dryad
560,Corynosoma.australe(obtuscens).498.4,498.4,498,3,274,Heterostichus.rostratus.230.4,230.4,230,4,12,1,4,11,732,"San Diego, CA, USA",V2.Dryad
632,Grillotia.sp..562.4,562.4,562,4,274,Heterostichus.rostratus.230.4,230.4,230,4,12,1,3,11,732,"San Diego, CA, USA",V2.Dryad
635,Lacistorhynchus.dollfusi.563.4,563.4,563,4,274,Heterostichus.rostratus.230.4,230.4,230,4,12,1,3,11,732,"San Diego, CA, USA",V2.Dryad
739,Lecithaster.gibbosus.654.1,654.1,654,1,274,Heterostichus.rostratus.230.4,230.4,230,4,12,1,3,11,732,"San Diego, CA, USA",V2.Dryad
822,Helicometrina.nimia.733.1,733.1,733,1,274,Heterostichus.rostratus.230.4,230.4,230,4,12,1,3,11,732,"San Diego, CA, USA",V2.Dryad
1007,Philometra.spp..911.1,911.1,911,1,274,Heterostichus.rostratus.230.4,230.4,230,4,12,1,4,11,732,"San Diego, CA, USA",V2.Dryad
1285,Contracaecum.bird.sp.complex.1175.5,1175.5,1175,5,274,Heterostichus.rostratus.230.4,230.4,230,4,12,1,3,11,732,"San Diego, CA, USA",V2.Dryad
1299,Phyllobothrium.riseri.577.4,577.4,577,4,274,Heterostichus.rostratus.230.4,230.4,230,4,12,1,4,11,732,"San Diego, CA, USA",V2.Dryad
20,Phalacrocorax.penicillatus.20.1,20.1,20,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,1,3,2,3,7,Central California; Baja California,V2.Dryad
162,Cirolana.diminuta.128.1,128.1,128,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,3,3,3,4,937,"San Diego, CA, USA",V2.Dryad
165,Excorallana.truncata.131.1,131.1,131,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,3,3,4,4,937,"San Diego, CA, USA",V2.Dryad
191,Vargula.tsujii.151.1,151.1,151,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,3,3,3,4,937,"San Diego, CA, USA",V2.Dryad
253,Notorynchus.cepedianus.210.1,210.1,210,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,1,3,3,4,258; 584,"Pacific Coast, USA",V2.Dryad
285,Ophiodon.elongatus.240.1,240.1,240,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,1,3,2,3,584,"Pacific Coast, USA",V2.Dryad
299,Scorpaenichthys.marmoratus.252.1,252.1,252,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,1,3,2,3,584,"Pacific Coast, USA",V2.Dryad
323,Stereolepis.gigas.265.1,265.1,265,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,1,3,3,4,584,"Pacific Coast, USA",V2.Dryad
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,1,3,2,3,584,"Pacific Coast, USA",V2.Dryad
472,Zalophus.californianus.413.1,413.1,413,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,1,3,3,4,584,"Pacific Coast, USA",V2.Dryad
556,Andracantha.phalacrocoracis.496.4,496.4,496,4,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,3,11,710,Marine,V2.Dryad
558,Corynosoma.strumosum.497.4,497.4,497,4,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,3,11,710,Marine,V2.Dryad
560,Corynosoma.australe(obtuscens).498.4,498.4,498,3,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,4,11,710,Marine,V2.Dryad
632,Grillotia.sp..562.4,562.4,562,4,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,3,11,584,"Pacific Coast, USA",V2.Dryad
635,Lacistorhynchus.dollfusi.563.4,563.4,563,4,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,3,11,584,"Pacific Coast, USA",V2.Dryad
739,Lecithaster.gibbosus.654.1,654.1,654,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,3,3,717,"British Columbia, Canadan coast(Marine)",V2.Dryad
820,Genolinea.laticauda.731.1,731.1,731,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,2,3,586,Central CA,V2.Dryad
822,Helicometrina.nimia.733.1,733.1,733,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,2,11,394; 710,"Marine; Hopkins Marine Lab, CA, USA",V2.Dryad
848,Podocotyle.californica.759.1,759.1,759,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,4,11,710,Marine,V2.Dryad
851,Podocotyle.sinusacca.762.1,762.1,762,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,3,3,717,"British Columbia, Canada",V2.Dryad
858,Tubulovesicula.lindbergi.769.1,769.1,769,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
941,Neobenedenia.melleni(girellae).852.1,852.1,852,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,6,2,2,3,123; 1011,Pacific Coast of USA,V2.Dryad
947,Ascarophis.sebastodis.858.1,858.1,858,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,3,6,655,"British Colombia, Canada",V2.Dryad
966,Hysterothylacium.aduncum.875.5,875.5,875,5,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,3,11,584; 710,"Pacific Coast, USA; Marine",V2.Dryad
979,"Anisakis.sp.(sp.A,simplex,sp.).886.5",886.5,886,5,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,2,11,584,"Pacific Coast, USA",V2.Dryad
1003,Pseudoterranova.decipiens.908.5,908.5,908,5,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,4,11,710,Marine,V2.Dryad
1131,Lepeophtheirus.oblitus.1033.1,1033.1,1033,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,3,3,3,3,481,NE Pacific,V2.Dryad
1133,Lepeophtheirus.parviventris.1035.1,1035.1,1035,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,3,3,3,3,586,"British Columbia, Canada",V2.Dryad
1174,Elthusa(Lironeca).vulgaris.1076.1,1076.1,1076,1,275,Hexagrammos.decagrammus.231.1,231.1,231,1,6,2,2,3,318,"Bodega Bay, CA, USA",V2.Dryad
1285,Contracaecum.bird.sp.complex.1175.5,1175.5,1175,5,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,2,11,584,"Pacific Coast, USA",V2.Dryad
1292,Paracuaria.adunca.879.5,879.5,879,5,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,3,11,584,"Pacific Coast, USA",V2.Dryad
1299,Phyllobothrium.riseri.577.4,577.4,577,4,275,Hexagrammos.decagrammus.231.1,231.1,231,1,12,1,4,11,584,"Pacific Coast, USA",V2.Dryad
8,Aechmophorus.occidentalis.8.1,8.1,8,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,2,3,794,"Eliza Island, Whatcom Co., WA, USA",V2.Dryad
9,Ardea.herodias.9.1,9.1,9,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,2,4,671,Marine,V2.Dryad
10,Ardea.alba.10.1,10.1,10,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,671,Marine,V2.Dryad
11,Egretta.thula.11.1,11.1,11,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,671,Marine,V2.Dryad
12,Gavia.immer.12.1,12.1,12,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,54,Marine,V2.Dryad
16,Larus.heermanni.16.1,16.1,16,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,6,North Pacific,V2.Dryad
18,Nycticorax.nycticorax.18.1,18.1,18,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,671,Marine,V2.Dryad
20,Phalacrocorax.penicillatus.20.1,20.1,20,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,2,3,7,Central California; Baja California,V2.Dryad
21,Phalacrocorax.auritus.21.1,21.1,21,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,2,3,7,Central California; Baja California,V2.Dryad
23,Sterna.caspia.23.1,23.1,23,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,419; 584,"Southern California, CA, USA",V2.Dryad
24,Sterna.elegans.24.1,24.1,24,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,2,3,419; 584,"Southern California, CA, USA",V2.Dryad
25,Thalasseus.maximus.25.1,25.1,25,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,998,Marine,V2.Dryad
165,Excorallana.truncata.131.1,131.1,131,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,3,3,3,4,120,"CA, USA",V2.Dryad
247,Platyrhinoidis.triseriata.204.1,204.1,204,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,258,"CA, USA",V2.Dryad
248,Rhinobatos.productus.205.1,205.1,205,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,6,584,"Pacific Coast, USA",V2.Dryad
249,Torpedo.californica.206.1,206.1,206,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,584,"Pacific Coast, USA",V2.Dryad
290,Paralabrax.clathratus.244.1,244.1,244,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,732,"San Diego, CA, USA",V2.Dryad
303,Sebastes.paucispinis.254.1,254.1,254,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,2,4,793,"CA, USA",V2.Dryad
306,Sebastes.caurinus.256.1,256.1,256,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,2,4,772,"Puget Sound, WA, USA",V2.Dryad
322,Sphyraena.argentea.264.1,264.1,264,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,732,"San Diego, CA, USA",V2.Dryad
323,Stereolepis.gigas.265.1,265.1,265,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,584,"Pacific Coast, USA",V2.Dryad
469,Tursiops.truncatus.410.1,410.1,410,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,1,3,369,"San Diego, CA, USA",V2.Dryad
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,2,3,756,"Elkhorn Slough, CA, USA",V2.Dryad
472,Zalophus.californianus.413.1,413.1,413,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,1,3,3,4,584,"Pacific Coast, USA",V2.Dryad
556,Andracantha.phalacrocoracis.496.4,496.4,496,4,276,Hyperprosopon.argenteum.232.1,232.1,232,1,12,1,3,11,167; 187; 406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
558,Corynosoma.strumosum.497.4,497.4,497,4,276,Hyperprosopon.argenteum.232.1,232.1,232,1,12,1,3,11,167; 187; 406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
560,Corynosoma.australe(obtuscens).498.4,498.4,498,3,276,Hyperprosopon.argenteum.232.1,232.1,232,1,12,1,4,11,167; 187; 406; 407,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
632,Grillotia.sp..562.4,562.4,562,3,276,Hyperprosopon.argenteum.232.1,232.1,232,1,12,1,4,11,167,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
635,Lacistorhynchus.dollfusi.563.4,563.4,563,4,276,Hyperprosopon.argenteum.232.1,232.1,232,1,12,1,1,1,235,"Santa Barbara Channel, CA, USA",V2.Dryad
728,Genitocotyle.acirrus.645.1,645.1,645,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,12,1,3,3,812,US Pacific,V2.Dryad
738,Lasiotocus.longicaecum.653.1,653.1,653,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,12,1,3,3,586,"CA, USA",V2.Dryad
757,Neochasmus.sp..671.1,671.1,671,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,12,1,2,3,586,"CA, USA",V2.Dryad
797,Schikhobalotrema.girellae.709.1,709.1,709,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,12,1,2,3,586,"Southern California, CA, USA Pacific Coast",V2.Dryad
802,Stephanostomum.sp.B.714.1,714.1,714,1,276,Hyperprosopon.argenteum.232.1,232.1,232,1,12,1,2,3,586,"Northern California, CA, USA",V2.Dryad
